security_standard_level,n,depth,num_threads,CKKS_Add,CKKS_Mult,CKKS_Mult_Plaintext,CKKS_Rotate,CKKS_Add_count,CKKS_Mult_count,CKKS_Mult_Plaintext_count,CKKS_Rotate_count,CKKS_Add_contribution,CKKS_Rotate_contribution,CKKS_Mult_contribution,CKKS_Mult_Plaintext_contribution,estimated_Energy
none,13,12,16,0.0282267069327915,0.7706548356575754,0.0293082765076336,0.6697039359108325,3,3,3,3,5.024353834036887,129.25285963079068,12.330477370521207,0.9378648482442752,147.54555568359308
none,13,12,32,0.02785026879906123,0.7688323850165956,0.028918221365413537,0.6749425287356322,3,3,3,3,4.957347846232899,130.26390804597702,12.301318160265529,0.9253830836932332,148.44795713616867
none,13,14,1,0.0077780416991571,0.9301316526610645,0.032718854420305865,0.8656900321374006,3,3,3,3,1.3844914224499638,167.0781762025183,14.882106442577031,1.0470033414497877,184.3917774089951
none,13,14,2,0.0241162669488372,0.7788236201048412,0.044328299837652296,0.7188235294117646,3,3,3,3,4.292695516893022,138.73294117647058,12.461177921677459,1.4185055948048735,156.90532020984594
none,13,14,4,0.026814874265243666,0.6405916641229141,0.04234811128713123,0.5652091817845243,3,3,3,3,4.773047619213372,109.08537208441318,10.249466625966626,1.3551395611881993,125.46302589078138
none,13,14,8,0.028933200568784966,0.6886043543543544,0.03359257971481073,0.6400945207351233,3,3,3,3,5.150109701243724,123.5382425018788,11.01766966966967,1.0749625508739433,140.78098442366613
none,13,14,16,0.0334712308006321,0.8153809523809524,0.030320391762975133,0.7476620766065211,3,3,3,3,5.957879082512513,144.29878078505857,13.046095238095239,0.9702525364152043,164.27300764208152
none,13,14,32,0.033442989559268436,0.8433326626425218,0.0357802579365079,0.7199711363033005,3,3,3,3,5.952852141549782,138.95442930653698,13.49332260228035,1.1449682539682529,159.54557230433537
none,13,16,1,0.008386624006769932,1.0994252873563217,0.032168218457692105,0.9976344086021506,3,3,3,3,1.492819073205048,192.54344086021507,17.590804597701148,1.0293829906461474,212.65644752176743
none,13,16,2,0.028110999572145332,0.9141666666666666,0.05117061885482937,0.8024444444444444,3,3,3,3,5.003757923841869,154.87177777777777,14.626666666666665,1.6374598033545398,176.13966217164085
none,13,16,4,0.026759007663995703,0.7967303992303991,0.043055110826484465,0.6734276396968095,3,3,3,3,4.7631033641912355,129.97153446148423,12.747686387686386,1.3777635464475029,148.86008775980935
none,13,16,8,0.030748135526775067,0.818941798941799,0.0364760641617122,0.7020529359929504,3,3,3,3,5.473168123765962,135.49621664663943,13.103068783068784,1.1672340531747905,155.23968760664894
none,13,16,16,0.0379041543477188,0.9946052631578947,0.038630127637441836,0.8840669401818699,3,3,3,3,6.7469394738939465,170.6249194551009,15.913684210526315,1.2361640843981387,194.5217072239193
none,13,16,32,0.041591705113379306,1.0691082863677204,0.040539099250520565,0.9260416666666668,3,3,3,3,7.403323510181516,178.72604166666667,17.105732581883526,1.297251176016658,204.53234893474837
none,13,18,1,0.009840215516017268,1.1927540360873696,0.04086708126036483,1.1303530377668307,3,3,3,3,1.7515583618510737,218.15813628899832,19.084064577397914,1.3077466003316747,240.301505828579
none,13,18,2,0.0328702746510674,0.9933733733733733,0.06850678733031669,0.9068333333333335,3,3,3,3,5.850908887889997,175.01883333333336,15.893973973973972,2.192217194570134,198.95593338976747
none,13,18,4,0.0305831055536223,0.8616339869281046,0.04733705052807224,0.732869530147207,3,3,3,3,5.443792788544769,141.44381931841096,13.786143790849673,1.5147856168983116,162.1885415147037
none,13,18,8,0.0318387858167341,0.8518931485965385,0.046493303571428536,0.7357791060086006,3,3,3,3,5.6673038753786695,142.00536745965994,13.630290377544616,1.4877857142857132,162.79074742686893
none,13,18,16,0.044191132743880736,1.0391081301739196,0.053188172840461505,0.9063714063714063,3,3,3,3,7.866021628410771,174.92968142968144,16.625730082782713,1.7020215308947682,201.1234546717697
none,13,18,32,0.05022271516412527,1.150089240824535,0.04975629727751963,1.0266666666666666,3,3,3,3,8.939643299214298,198.14666666666665,18.40142785319256,1.5922015128806282,227.07993933195414
none,13,20,1,0.010612733796851398,1.3155555555555558,0.03989735754441633,1.2594871794871796,3,3,3,3,1.8890666158395488,243.08102564102566,21.048888888888893,1.2767154414213226,267.2956965871754
none,13,20,2,0.0327133442022019,1.092739156268568,0.08163383838383836,0.9624324324324326,3,3,3,3,5.822975267991938,185.7494594594595,17.483826500297088,2.6122828282828277,211.66854405603135
none,13,20,4,0.029167754217469904,0.947463768115942,0.06053036795688833,0.7548552188552188,3,3,3,3,5.1918602507096425,145.68705723905722,15.159420289855072,1.9369717746204265,167.97530955424236
none,13,20,8,0.037494542228970335,0.9426807359307361,0.050148541717034804,0.8062436868686867,3,3,3,3,6.67402851675672,155.60503156565653,15.082891774891777,1.6047533349451137,178.96670519225015
none,13,20,16,0.048578271423751596,1.1259748427672955,0.0419105616460316,0.9909897761325578,3,3,3,3,8.646932313427785,191.26102679358365,18.01559748427673,1.3411379726730113,219.26469456396117
none,13,20,32,0.05133962250859007,1.2827319011888856,0.05118301540889253,1.0898376214979988,3,3,3,3,9.138452806529031,210.33866094911377,20.52371041902217,1.637856493084561,241.63868066774953
none,14,10,1,0.0113283697188998,1.4946640316205533,0.056184901554620935,1.3874154589371983,3,3,3,3,2.0164498099641643,267.7711835748793,23.914624505928852,1.79791684974787,295.50017474052015
