Date and Time of Benchmark,CPU Vendor,CPU Model Name,CPU Architecture,CPU Cores,CPU Max MHz,CPU Min MHz,L1d Cache Size,L1i Cache Size,L2 Cache Size,L3 Cache Size,Total DRAM Size,security_standard_level,n,batch_size,depth,num_threads,power_latency_analysis,runtime_analysis,flamegraph_generation,build,compiler_optimizations,cold_caching,CKKS_Add Time,CKKS_Add Energy,CKKS_Add Power,CKKS_Add_Plaintext Time,CKKS_Add_Plaintext Energy,CKKS_Add_Plaintext Power,CKKS_Add_Many Time,CKKS_Add_Many Energy,CKKS_Add_Many Power,CKKS_Sub Time,CKKS_Sub Energy,CKKS_Sub Power,CKKS_Mult Time,CKKS_Mult Energy,CKKS_Mult Power,CKKS_Mult_Plaintext Time,CKKS_Mult_Plaintext Energy,CKKS_Mult_Plaintext Power,CKKS_Rotate Time,CKKS_Rotate Energy,CKKS_Rotate Power,CKKS_Fast_Rotate_Precompute Time,CKKS_Fast_Rotate_Precompute Energy,CKKS_Fast_Rotate_Precompute Power,CKKS_Fast_Rotate Time,CKKS_Fast_Rotate Energy,CKKS_Fast_Rotate Power,CKKS_Bootstrap Time,CKKS_Bootstrap Energy,CKKS_Bootstrap Power,CKKS_Chebyshev_Function Time,CKKS_Chebyshev_Function Energy,CKKS_Chebyshev_Function Power,CKKS_Logistic Time,CKKS_Logistic Energy,CKKS_Logistic Power
2025-06-18 10:25:27,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,16,True,False,False,False,True,True,0.2550530238095237,15.899999999999995,62.339978419053296,0.09632786206896549,6.547931034482758,67.97546310946667,1.0156650000000003,90.0200000000001,88.6315862021435,0.014699309523809545,1.1242857142857154,76.48561399871387,0.30499149999999986,23.610000000000014,77.41199344899783,0.004790370370370445,0.8814814814814795,184.0111334467263,0.20906333333333382,20.143333333333317,96.35038823960811,0.11946857142857104,13.44142857142856,112.51016405988452,0.10674466666666671,8.850000000000023,82.90812343473853,9.900649999999999,1178.4500000000003,119.02753859595082,4.921263,562.5100000000002,114.30195866386337,5.0235959999999995,555.3899999999999,110.55626288419688
2025-06-18 10:36:20,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,16,True,False,False,False,True,True,0.23541647619047612,15.131666666666668,64.27615820068428,0.10700685714285718,7.2442857142857235,67.6992662686504,0.8990200000000002,91.28999999999996,101.54390336143796,0.0071479047619048,0.7897619047619031,110.48858806443366,0.3910159999999996,32.85000000000002,84.01190744112787,0.018406000000000033,0.7529629629629611,40.90856041306964,0.17976299999999945,18.936666666666667,105.34240453634355,0.054219555555555576,8.232222222222234,151.83123760184944,0.06674299999999977,7.673333333333289,114.9683612263955,10.942098999999999,1235.31,112.89515841521815,4.9339590000000015,521.4599999999998,105.68794754881418,5.046493000000002,556.4100000000001,110.25676643165856
2025-06-18 10:47:12,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,16,True,False,False,False,True,True,0.19656272916666667,12.717916666666664,64.70156738556,0.1051742,6.736400000000003,64.04992859465538,1.1173249999999992,90.69999999999993,81.17602309086433,0.00901459523809528,1.288095238095238,142.8899694410909,0.24140750000000022,19.370000000000005,80.23777223160005,0.005644777777777832,0.5081481481481518,90.0209305224755,0.19897766666666694,19.560000000000002,98.30248955912963,0.053239888888888975,7.115555555555559,133.6508340655188,0.09149999999999991,6.906666666666695,75.48269581056503,10.041941000000001,1192.1800000000003,118.7200761287086,4.733827000000002,542.0799999999997,114.5120005441685,5.4007200000000015,574.5500000000001,106.38396361966551
2025-06-18 10:57:59,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,16,True,False,False,False,True,True,0.22025916279069763,14.237209302325581,64.63844283224921,0.08750168965517247,6.5962068965517275,75.3837659883612,0.9921479999999985,91.0100000000001,91.73026604901713,0.011511906976744146,1.3937209302325577,121.06777209441425,0.2977780000000001,27.360000000000014,91.88052844736684,0.021010444444444443,2.0266666666666566,96.45996171216385,0.18064500000000017,19.95999999999998,110.49295579728175,0.05026977777777786,7.786666666666662,154.89757486274024,0.08650499999999983,10.046666666666681,116.13972217405585,10.257792000000002,1208.4700000000003,117.8099536430452,4.938637,576.9799999999998,116.82980547061868,4.970861999999999,558.52,112.35878203820587
2025-06-18 11:08:51,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,32,True,False,False,False,True,True,0.2327953095238095,15.059761904761906,64.69100230398605,0.0850736428571428,6.689285714285717,78.62935557512785,0.7401590000000002,81.65000000000009,110.31413520608419,0.003422581395348845,0.4583720930232573,133.9258413682045,0.10709150000000012,13.404999999999973,125.1733330843247,0.007127961538461514,1.0746153846153845,150.76054757266937,0.14202033333333297,18.343333333333305,129.15990902711127,0.05361333333333329,7.777777777777786,145.07170687225425,0.038934000000000246,7.603333333333353,195.2877519220554,10.384659,1235.1100000000001,118.9360189872388,4.981869,586.1199999999999,117.65062469526997,5.002446000000001,573.3000000000001,114.60393575462884
2025-06-18 11:19:42,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,32,True,False,False,False,True,True,0.1800040476190476,10.895238095238096,60.527739455594265,0.1166490714285715,8.01642857142857,68.72260938945684,2.494052999999999,192.2700000000001,77.0913849866062,0.008853476190476217,1.2454761904761895,140.6765166224722,0.16670600000000046,20.57499999999999,123.42087267404851,0.0074961851851851335,0.7814814814814781,104.25055707347468,0.1605183333333331,19.140000000000043,119.23871624217423,0.00990887500000004,4.795000000000002,483.9096264712172,0.06428300000000053,9.03333333333336,140.52445177314817,11.375324999999997,1323.06,116.3096439002842,5.141734,596.4000000000001,115.99199803023652,5.110196,585.28,114.53181052155337
2025-06-18 11:30:32,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,32,True,False,False,False,True,True,0.2641791219512195,16.570243902439024,62.7235179678533,0.09932696296296284,8.03925925925926,80.93733080570428,1.0817560000000004,97.26999999999998,89.91861380939875,0.003829738095238122,0.581904761904763,151.9437484846028,0.15005299999999977,17.375,115.79242001159608,0.0007668518518518797,0.3299999999999983,430.3308379618271,0.08600299999999983,13.829999999999984,160.80834389498054,0.0568574285714285,7.894285714285701,138.84352339937982,0.07993733333333264,12.866666666666674,160.9594182109334,10.252880999999995,1224.8899999999999,119.46788419762215,4.890483,565.3200000000002,115.59594420428415,5.114936000000002,576.2699999999999,112.66416627695824
2025-06-18 11:41:33,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,32,True,False,False,False,True,True,0.2554006428571428,17.029523809523806,66.67768576858748,0.08980184615384612,6.788461538461533,75.59378597664599,1.310388999999999,113.95999999999992,86.96654199630798,0.00459142857142858,0.7776190476190479,169.36320265505057,0.1290684999999998,17.07499999999999,132.29409189693857,0.006817230769230798,0.8403846153846146,123.27360534392427,0.08383966666666609,11.150000000000034,132.99194096668774,0.00895762500000008,3.7325000000000017,416.68410990636113,0.021562333333332795,4.3233333333333235,200.50396524804512,11.957419999999999,1292.73,108.11111427046973,5.108203999999997,578.4399999999998,113.23745097102625,5.134220000000001,576.5,112.28579998519734
2025-06-18 11:52:27,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,128c,12,12,14,32,True,False,False,False,True,True,0.18623766666666663,12.28285714285714,65.95259360095689,0.12883866666666655,9.322592592592592,72.3586546941855,2.109597000000001,180.80999999999995,85.70831300954632,0.005008738095238108,0.9907142857142865,197.79718301824875,0.02606850000000005,4.650000000000034,178.3762011623233,0.01301119230769232,1.0811538461538461,83.09414084323843,0.26679850000000016,31.125,116.66107568071028,0.0313377142857143,7.757142857142867,247.53377947156343,0.03018633333333387,4.683333333333337,155.14747291820538,10.132441999999998,1203.37,118.76406497071487,4.585415000000001,554.6699999999998,120.96396945532732,5.322782000000002,592.69,111.34966639625667
2025-06-18 11:58:57,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,1,True,False,False,False,True,True,0.004106142857142857,0.3302857142857136,80.43697595936386,0.010461750000000047,0.7355000000000018,70.30372547613912,0.33827800000000074,18.159999999999968,53.68365663744,0.00720906666666668,0.26222222222222236,36.37394885452881,0.1829749999999999,8.995000000000005,49.15972127339806,0.014091625000000052,0.7218750000000007,51.227236035588376,0.26102749999999997,12.64500000000001,48.44317169646881,0.13241100000000006,8.495000000000005,64.15630121364539,0.09084749999999975,4.625,50.90949118027478,12.575996000000002,783.9799999999999,62.33939641838307,6.821624999999999,420.21000000000004,61.599692155461504,6.668874000000001,413.48,62.00147131284831
2025-06-18 12:05:52,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,1,True,False,False,False,True,True,0.0033319057971014573,0.21739130434782616,65.24533332753361,0.005312249999999963,0.36249999999999716,68.23850534142777,0.37314700000000034,32.99000000000001,88.4101975896898,0.01255768888888889,0.8593333333333337,68.43085068731686,0.2935340000000002,18.0,61.32168675519697,0.010505812499999989,0.8368749999999991,79.65828440208693,0.28097649999999996,17.079999999999984,60.7880018435705,0.13188599999999995,8.5625,64.92349453315745,0.14841000000000015,7.364999999999981,49.62603598140269,12.486162000000002,778.4199999999998,62.342615769361295,6.868513999999999,429.55,62.53900043007848,6.6682999999999995,419.09,62.848102214957336
2025-06-18 12:12:35,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,1,True,False,False,False,True,True,0.001853538461538462,0.10006993006992992,53.98859109018462,0.003700549999999969,0.2624999999999993,70.93540149437285,0.3016779999999999,18.80000000000001,62.31810075643573,0.012492066666666662,0.8868888888888886,70.9961700136798,0.30003150000000023,18.814999999999998,62.71008210804526,0.014888687499999997,1.0456249999999976,70.2294947086503,0.2984835000000001,19.88500000000002,66.62009792836123,0.1374025000000001,9.017499999999998,65.62835465148008,0.15600950000000013,9.894999999999982,63.425624721571275,12.66724,788.9300000000001,62.28112832787569,6.847236999999999,427.61,62.45000720728669,6.695908,412.95000000000005,61.67199429860745
2025-06-18 12:19:17,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,1,True,False,False,False,True,True,0.002145597222222219,0.14180555555555552,66.09141458930765,0.006246150000000006,0.7680000000000007,122.95574073629355,0.39326099999999986,27.95999999999998,71.09782053140279,0.011805800000000005,0.9242222222222232,78.2854378544633,0.2975945000000002,20.524999999999977,68.96968861991725,0.012329249999999958,0.6387500000000017,51.8076930875766,0.31316049999999995,19.439999999999998,62.07679448717192,0.127556,6.847499999999997,53.682304242842335,0.12630350000000012,4.180000000000007,33.09488652333469,12.577351999999998,776.97,61.77532440850826,6.694433,420.83000000000004,62.86268008059832,6.670537,413.53000000000003,61.993509667962265
2025-06-18 12:26:01,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,1,True,False,False,False,True,True,0.0032693381294964033,0.2119424460431656,64.8273251796725,0.01007805000000006,0.714500000000001,70.89665163399633,0.360957,21.75999999999999,60.284188975418104,0.012140444444444454,0.8364444444444441,68.8973495387318,0.2932174999999999,16.414999999999992,55.98233393300194,0.015286374999999963,1.0268750000000004,67.17583468938862,0.2632699999999999,13.269999999999982,50.404527671212016,0.14986875,7.924999999999997,52.87960298594602,0.036287499999999806,2.0649999999999977,56.90664829486762,12.566415,780.2700000000001,62.091694409264704,6.815734999999999,422.25000000000006,61.95223259120258,6.765658000000001,418.48,61.853555116146865
2025-06-18 12:31:33,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,2,True,False,False,False,True,True,0.005792200000000011,0.3695238095238098,63.796797335003816,0.0045140645161290405,0.20451612903226035,45.30642579464941,0.3826989999999997,28.41999999999996,74.26201793054067,0.008877799999999991,0.5961666666666661,67.15252277215826,0.16750633333333376,8.920000000000016,53.25171784549436,0.008345692307692276,0.5626923076923092,67.42308330414627,0.09089166666666681,5.043333333333351,55.48730173283223,0.08238171428571439,5.864285714285707,71.18431274624031,0.07396166666666648,3.920000000000016,53.00042814971754,8.488026999999999,604.9899999999999,71.27569221916943,4.491201,309.12,68.82791484950239,4.3011159999999995,298.22999999999996,69.33781837086002
2025-06-18 12:37:07,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,2,True,False,False,False,True,True,0.0035902476190476235,0.24409523809523836,67.98841305547302,0.007697709677419368,0.4480645161290351,58.207510403178425,0.3472439999999999,24.430000000000007,70.35398739791044,0.010050745762711866,0.6447457627118647,64.1490470392618,0.18475799999999998,11.576666666666682,62.658540721737,0.009592307692307678,0.48423076923076636,50.48115477145126,0.16976233333333335,11.406666666666666,67.19197623344007,0.07814171428571426,5.7271428571428515,73.29174832538679,0.06311966666666713,3.6100000000000136,57.19295095559208,8.455898999999999,620.5000000000001,73.38072510090295,4.448046,319.59,71.84952673600948,4.354851000000001,303.82,69.76587717926513
2025-06-18 12:42:38,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,2,True,False,False,False,True,True,0.005834599999999995,0.3180952380952382,54.518773882569235,0.004473225806451597,0.2870967741935502,64.18114949159938,0.4137770000000005,25.99000000000001,62.81161108519801,0.00959376666666667,0.6771666666666665,70.58402504403897,0.19808799999999982,12.733333333333348,64.28119488981342,0.009377961538461543,0.5188461538461517,55.326112366554725,0.20197166666666666,14.586666666666645,72.2213511796208,0.08105499999999999,5.337142857142858,65.84594234955104,0.1272833333333332,7.949999999999989,62.45908079088645,8.551219,599.4199999999998,70.0976083059035,4.421568,311.06999999999994,70.35287029397715,4.287375000000001,306.87999999999994,71.5775970144902
2025-06-18 12:48:09,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,2,True,False,False,False,True,True,0.005214801886792464,0.3033018867924526,58.16172759326212,0.004990451612903207,0.18290322580645046,36.650636053366334,0.4507209999999997,26.930000000000007,59.748713727561004,0.008540083333333323,0.5665000000000004,66.33424732389432,0.18772833333333327,12.613333333333316,67.18928948746851,0.000446592592592554,0.24555555555555486,549.8424282634395,0.1939616666666666,12.930000000000007,66.66265671051846,0.07652085714285717,4.895714285714284,63.97882183382304,0.10066466666666685,6.946666666666658,69.00799353629522,8.473781,583.9300000000001,68.91020667161447,4.441764999999999,304.47,68.54707531803237,4.244783,306.43,72.18979156296093
2025-06-18 12:53:41,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,2,True,False,False,False,True,True,0.005308798076923069,0.38124999999999964,71.81474873894031,0.004510483870967752,0.2554838709677423,56.64223136062931,0.11209299999999978,5.590000000000032,49.86930495213834,0.00792521212121211,0.6853030303030305,86.47125399568709,0.20483733333333332,14.939999999999998,72.93592313901111,0.007866153846153856,0.31576923076923435,40.14277332290281,0.18836766666666627,12.416666666666657,65.91718677833961,0.08731414285714278,6.087142857142851,69.71542819932623,0.11653100000000016,7.933333333333337,68.07916634486382,8.485282,584.03,68.82859049351572,4.142103,296.28999999999996,71.53129702472391,4.310777,297.77,69.07571419259219
2025-06-18 12:58:41,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,4,True,False,False,False,True,True,0.00488532380952382,0.35038095238095224,71.72113170838198,0.0037552444444444444,0.1795555555555559,47.814611861337724,0.46611199999999986,35.47000000000003,76.09759027873137,0.0059274204545454595,0.46579545454545457,78.58316414659905,0.14543125000000012,10.219999999999999,70.27375478103909,0.0013787749999999988,0.01150000000000162,8.340737248645812,0.14563419999999994,9.954000000000008,68.34933003374216,0.04343083333333331,3.2708333333333357,75.31131876355134,0.06896699999999978,5.2679999999999865,76.38435773630871,5.798254,467.3399999999999,80.60012548605148,2.927405000000001,235.58000000000004,80.47400342624267,3.1055550000000007,250.16999999999996,80.55564947328251
2025-06-18 13:03:40,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,4,True,False,False,False,True,True,0.0050674095238095185,0.31447619047619035,62.058570359984856,0.006835133333333354,0.4491111111111117,65.7062692428985,0.2224629999999994,10.659999999999968,47.918080759497066,0.006575262500000012,0.5519999999999996,83.95102096684332,0.09415475000000018,8.247500000000002,87.59515584715574,0.008266775000000004,0.7007500000000011,84.76703430297798,0.12854699999999997,11.024000000000001,85.75851634032692,0.04135700000000009,3.465833333333336,83.80282257739509,0.06605699999999981,4.682000000000002,70.87818096492447,5.906160999999999,483.87,81.92631389493108,2.8682430000000005,226.88999999999993,79.10417631978876,3.0323339999999996,242.26,79.89225461311321
2025-06-18 13:08:41,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,4,True,False,False,False,True,True,0.005470943396226419,0.3959433962264156,72.37205131742314,0.003955911111111099,0.1306666666666665,33.030738809994666,0.3291430000000002,22.589999999999975,68.63278271146572,0.0062236097560975645,0.48780487804878003,78.37973413594169,0.1327020000000001,8.900000000000006,67.0675649198957,0.009558650000000002,0.7200000000000006,75.32444435145136,0.11388299999999996,8.268000000000015,72.60082716472185,0.06302516666666669,6.175000000000004,97.97673416175023,0.07818839999999994,5.432000000000002,69.47322109161982,5.906619000000001,489.58000000000004,82.88667340825606,3.023188,238.53000000000003,78.90015440654038,2.9594139999999998,241.41000000000003,81.57358179693684
2025-06-18 13:13:37,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,4,True,False,False,False,True,True,0.004599457943925231,0.3241121495327106,70.46746670676362,0.00016771111111113512,0.22177777777777763,1322.3797535442645,0.4057700000000004,30.69999999999999,75.65862434384,0.005316207317073177,0.406219512195122,76.41152573010734,0.13631024999999997,10.087500000000006,74.00397255525544,0.0056606250000000025,0.25925000000000153,45.79882963453707,0.11731159999999985,8.740000000000009,74.50243624671405,0.045129666666666624,4.023333333333326,89.15052182969067,0.10781659999999982,8.153999999999996,75.62842827542336,5.858917999999999,486.31999999999994,83.00508728744795,3.015786000000001,237.47999999999996,78.74564044000465,3.17486,252.74999999999994,79.60980956640607
2025-06-18 13:18:35,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,4,True,False,False,False,True,True,0.0029560000000000003,0.06292452830188644,21.287052876145612,0.008237355555555576,0.5039999999999996,61.18468440518917,0.35368500000000047,17.45999999999998,49.36596123669354,0.006157487500000003,0.39737499999999937,64.53525078207616,0.15631799999999996,12.39,79.26150539285305,0.004505800000000004,0.24725000000000108,54.87371831861176,0.11397380000000013,8.219999999999999,72.12183852780191,0.04641941666666671,3.429166666666667,73.8735407058468,0.07181579999999999,5.802000000000007,80.79002113740998,5.7799510000000005,470.7700000000001,81.44878736861266,3.0178829999999994,243.77999999999997,80.77847948379708,2.7880009999999995,231.69,83.10255268918485
2025-06-18 13:23:18,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,8,True,False,False,False,True,True,0.002631416666666671,0.2599074074074079,98.77090568733225,0.0038503571428571137,0.3083928571428558,80.09461088952813,0.39206200000000013,25.069999999999993,63.94396804587026,0.006123589473684202,0.6200000000000001,101.24780615428531,0.0969930000000001,7.053999999999988,72.72689781736806,0.0034318846153846283,0.22788461538461569,66.40217866388714,0.09828379999999992,7.972000000000008,81.11204491482843,0.036985714285714344,3.527857142857144,95.38431826960205,0.04261179999999998,3.255999999999986,76.41075946099409,4.648702,444.32000000000005,95.57936817632105,2.354280000000001,213.72000000000003,90.779346551812,2.4377910000000007,227.24,93.21553816549489
2025-06-18 13:28:01,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,8,True,False,False,False,True,True,0.0050177570093458,0.40794392523364476,81.30005587632695,0.004459821428571431,0.42053571428571423,94.29429429429423,0.3387360000000008,26.720000000000027,78.88148882905851,0.007967212765957452,0.6518085106382969,81.81135985515087,0.11049059999999988,9.271999999999991,83.91664087261722,0.005570019230769219,0.5598076923076931,100.5037270275966,0.053603999999999985,3.975999999999999,74.1735691366316,0.029360882352941153,3.322941176470586,113.17579412383424,0.04756119999999986,3.461999999999989,72.79042580927309,4.646673000000002,437.05000000000007,94.05654325148336,2.467084999999999,228.94999999999993,92.8018288790212,2.3774300000000013,221.03999999999996,92.974346247839
2025-06-18 13:32:40,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,8,True,False,False,False,True,True,0.004479293577981651,0.3713761467889909,82.90953480131822,0.00440657142857144,0.293214285714285,66.54023212085812,0.38654099999999936,28.879999999999995,74.71393720200456,0.004908093750000009,0.4874999999999998,99.32573109468395,0.07287180000000015,5.439999999999998,74.65164851149534,0.006153326923076935,0.5161538461538484,83.88207755029352,0.10272239999999999,8.745999999999995,85.14209169567685,0.03586400000000006,3.892857142857146,108.54497944616159,0.06488080000000007,5.597999999999985,86.28130355975848,4.732385000000001,462.76,97.78578877246883,2.4125900000000007,224.02000000000004,92.85456708350776,2.3104440000000004,209.82999999999998,90.81804190017155
2025-06-18 13:37:17,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,8,True,False,False,False,True,True,0.004980999999999999,0.39537037037037015,79.37570174068865,0.004509678571428574,0.4783928571428575,106.08136468389418,0.4615669999999996,32.389999999999986,70.1739942413561,0.0049548105263157866,0.506842105263158,102.29293382082705,0.09685359999999998,5.882000000000005,60.73083499219447,0.007825499999999985,0.5405769230769231,69.07889886613303,0.08567233333333335,6.75333333333333,78.82747055642228,0.029950117647058794,3.033529411764704,101.28605995851929,0.053960666666666546,4.439999999999998,82.28215613842195,4.671320999999999,446.21000000000004,95.52115986034788,2.4857650000000007,235.29000000000002,94.65496537283289,2.310029000000001,216.95000000000005,93.91656987855994
2025-06-18 13:41:56,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,8,True,False,False,False,True,True,0.002957962616822435,0.2671028037383181,90.2995873643768,0.0047526249999999964,0.37357142857142733,78.60317794301625,0.4260419999999998,28.19999999999999,66.19065725914346,0.006231648936170217,0.5885106382978718,94.43899108019275,0.09200059999999999,7.219999999999985,78.47774905815815,0.005134363636363659,0.45745454545454756,89.09663939941217,0.08652483333333327,7.281666666666666,84.15695686594798,0.03761942857142858,3.7907142857142837,100.76480238174796,0.06613559999999996,5.109999999999999,77.26549694869333,4.675105000000002,441.32000000000005,94.39787983371494,2.425943000000001,227.61000000000007,93.82330912144266,2.402953,222.82,92.7275731152461
2025-06-18 13:46:28,AuthenticAMD,AMD Ryzen 9 7950X 16-Core Processor,x86_64,32,5881.0000,400.0000,512 KiB (16 instances),512 KiB (16 instances),16 MiB (16 instances),64 MiB (2 instances),95659 MB,none,16,12,10,16,True,False,False,False,True,True,0.002786266055045873,0.26880733944954116,96.47583329766242,0.005038189655172415,0.36724137931034484,72.89153534212822,0.39059500000000025,26.399999999999977,67.58919084985716,0.005454415094339624,0.5962264150943395,109.31078855972655,0.10255959999999997,10.422000000000011,101.61896107239122,0.005862147540983603,0.526721311475411,89.85125464567086,0.10404349999999996,9.758333333333326,93.79089835821873,0.03457062500000002,4.243749999999999,122.75595248856496,0.055679333333333414,4.721666666666664,84.80106323112089,4.278252000000002,480.6500000000001,112.34728576063306,2.285443000000001,247.87,108.45599737118796,2.181337,249.17999999999995,114.23269306851712
